x,y,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,CLIMATE_IDENTIFIER,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,LOCAL_YEAR,MIN_TEMPERATURE,LOCAL_MONTH,ID,MAX_TEMPERATURE,STATION_NAME,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,LOCAL_DATE,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG
-79.4,43.666666666666664,,0,6158355,8,29.5,,,,,ON,2014,-14.5,1,6158355.2014.1.1,-8.4,TORONTO CITY,,,,-11.5,,M,0,,1,M,M,,2014-01-01 00:00:00,,,,,M
-79.4,43.666666666666664,,2,6158355,8,34.8,,,,,ON,2014,-19.2,1,6158355.2014.1.2,-14.3,TORONTO CITY,,,,-16.8,,M,0,,2,M,M,,2014-01-02 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,9,32.7,,,,,ON,2014,-22.3,1,6158355.2014.1.3,-7.1,TORONTO CITY,,,,-14.7,,M,0,,3,M,M,,2014-01-03 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,9,21.5,,,,,ON,2014,-7.2,1,6158355.2014.1.4,0.3,TORONTO CITY,,,,-3.5,,M,0,,4,M,M,,2014-01-04 00:00:00,,,,,M
-79.4,43.666666666666664,,11.8,6158355,11,18.2,,,,,ON,2014,-1.7,1,6158355.2014.1.5,1.4,TORONTO CITY,,,,-0.2,,M,0,,5,M,M,,2014-01-05 00:00:00,,,,,M
-79.4,43.666666666666664,,6.4,6158355,12,24.7,,,,,ON,2014,-15.8,1,6158355.2014.1.6,2.4,TORONTO CITY,,,,-6.7,,M,0,,6,M,M,,2014-01-06 00:00:00,,,,,M
-79.4,43.666666666666664,,0.4,6158355,12,37,,,,,ON,2014,-22.2,1,6158355.2014.1.7,-15.8,TORONTO CITY,,,,-19,,M,0,,7,M,M,,2014-01-07 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,13,30,,,,,ON,2014,-16.2,1,6158355.2014.1.8,-7.7,TORONTO CITY,,,,-12,,M,0,,8,M,M,,2014-01-08 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,13,25.4,,,,,ON,2014,-11.8,1,6158355.2014.1.9,-2.9,TORONTO CITY,,,,-7.4,,M,0,,9,M,M,,2014-01-09 00:00:00,,,,,M
-79.4,43.666666666666664,,2,6158355,13,17.9,,,,,ON,2014,-4,1,6158355.2014.1.10,4.1,TORONTO CITY,,,,0.1,,M,0,,10,M,M,,2014-01-10 00:00:00,,,,,M
-79.4,43.666666666666664,,9.6,6158355,11,12.9,,,,,ON,2014,2.9,1,6158355.2014.1.11,7.3,TORONTO CITY,,,,5.1,,M,0,,11,M,M,,2014-01-11 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,8,15.6,,,,,ON,2014,1.3,1,6158355.2014.1.12,3.4,TORONTO CITY,,,,2.4,,M,0,,12,M,M,,2014-01-12 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,8,13.3,,,,,ON,2014,1.9,1,6158355.2014.1.13,7.4,TORONTO CITY,,,,4.7,,M,0,,13,M,M,,2014-01-13 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,5,14.7,,,,,ON,2014,1.3,1,6158355.2014.1.14,5.3,TORONTO CITY,,,,3.3,,M,0,,14,M,M,,2014-01-14 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,5,18.6,,,,,ON,2014,-3.5,1,6158355.2014.1.15,2.4,TORONTO CITY,,,,-0.6,,M,0,,15,M,M,,2014-01-15 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,5,20,,,,,ON,2014,-3.6,1,6158355.2014.1.16,-0.4,TORONTO CITY,,,,-2,,M,0,,16,M,M,,2014-01-16 00:00:00,,,,,M
-79.4,43.666666666666664,,1.3,6158355,7,17.4,,,,,ON,2014,-1.2,1,6158355.2014.1.17,2.3,TORONTO CITY,,,,0.6,,M,0,,17,M,M,,2014-01-17 00:00:00,,,,,M
-79.4,43.666666666666664,,0.5,6158355,6,21.9,,,,,ON,2014,-6.9,1,6158355.2014.1.18,-0.8,TORONTO CITY,,,,-3.9,,M,0,,18,M,M,,2014-01-18 00:00:00,,,,,M
-79.4,43.666666666666664,,1.1,6158355,6,22.6,,,,,ON,2014,-7.2,1,6158355.2014.1.19,-1.9,TORONTO CITY,,,,-4.6,,M,0,,19,M,M,,2014-01-19 00:00:00,,,,,M
-79.4,43.666666666666664,,1,6158355,7,27.2,,,,,ON,2014,-16.5,1,6158355.2014.1.20,-1.8,TORONTO CITY,,,,-9.2,,M,0,,20,M,M,,2014-01-20 00:00:00,,,,,M
-79.4,43.666666666666664,,0.5,6158355,7,35,,,,,ON,2014,-19.8,1,6158355.2014.1.21,-14.2,TORONTO CITY,,,,-17,,M,0,,21,M,M,,2014-01-21 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,7,34.3,,,,,ON,2014,-20.5,1,6158355.2014.1.22,-12.1,TORONTO CITY,,,,-16.3,,M,0,,22,M,M,,2014-01-22 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,7,32.8,,,,,ON,2014,-17.4,1,6158355.2014.1.23,-12.2,TORONTO CITY,,,,-14.8,,M,0,,23,M,M,,2014-01-23 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,8,30.3,,,,,ON,2014,-17.7,1,6158355.2014.1.24,-6.8,TORONTO CITY,,,,-12.3,,M,0,,24,M,M,,2014-01-24 00:00:00,,,,,M
-79.4,43.666666666666664,,1.6,6158355,7,26.3,,,,,ON,2014,-13.8,1,6158355.2014.1.25,-2.8,TORONTO CITY,,,,-8.3,,M,0,,25,M,M,,2014-01-25 00:00:00,,,,,M
-79.4,43.666666666666664,,1.1,6158355,7,27.2,,,,,ON,2014,-14.6,1,6158355.2014.1.26,-3.8,TORONTO CITY,,,,-9.2,,M,0,,26,M,M,,2014-01-26 00:00:00,,,,,M
-79.4,43.666666666666664,,2.8,6158355,13,27.9,,,,,ON,2014,-16,1,6158355.2014.1.27,-3.7,TORONTO CITY,,,,-9.9,,M,0,,27,M,M,,2014-01-27 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,12,33.1,,,,,ON,2014,-18.6,1,6158355.2014.1.28,-11.6,TORONTO CITY,,,,-15.1,,M,0,,28,M,M,,2014-01-28 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,10,30.9,,,,,ON,2014,-16.5,1,6158355.2014.1.29,-9.2,TORONTO CITY,,,,-12.9,,M,0,,29,M,M,,2014-01-29 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,9,23.5,,,,,ON,2014,-10.6,1,6158355.2014.1.30,-0.4,TORONTO CITY,,,,-5.5,,M,0,,30,M,M,,2014-01-30 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,8,18.5,,,,,ON,2014,-2.5,1,6158355.2014.1.31,1.5,TORONTO CITY,,,,-0.5,,M,0,,31,M,M,,2014-01-31 00:00:00,,,,,M
-79.4,43.666666666666664,,14.1,6158355,8,17.8,,,,,ON,2014,-1.1,2,6158355.2014.2.1,1.4,TORONTO CITY,,,,0.2,,M,0,,1,M,M,,2014-02-01 00:00:00,,,,,M
-79.4,43.666666666666664,,0.3,6158355,15,20.6,,,,,ON,2014,-6.1,2,6158355.2014.2.2,0.9,TORONTO CITY,,,,-2.6,,M,0,,2,M,M,,2014-02-02 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,14,24.1,,,,,ON,2014,-9.7,2,6158355.2014.2.3,-2.4,TORONTO CITY,,,,-6.1,,M,0,,3,M,M,,2014-02-03 00:00:00,,,,,M
-79.4,43.666666666666664,,0.9,6158355,14,25.2,,,,,ON,2014,-10.5,2,6158355.2014.2.4,-3.9,TORONTO CITY,,,,-7.2,,M,0,,4,M,M,,2014-02-04 00:00:00,,,,,M
-79.4,43.666666666666664,,10.9,6158355,17,26.5,,,,,ON,2014,-11.7,2,6158355.2014.2.5,-5.2,TORONTO CITY,,,,-8.5,,M,0,,5,M,M,,2014-02-05 00:00:00,,,,,M
-79.4,43.666666666666664,,0.5,6158355,30,27.9,,,,,ON,2014,-13.2,2,6158355.2014.2.6,-6.5,TORONTO CITY,,,,-9.9,,M,0,,6,M,M,,2014-02-06 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,26,29.2,,,,,ON,2014,-13.9,2,6158355.2014.2.7,-8.5,TORONTO CITY,,,,-11.2,,M,0,,7,M,M,,2014-02-07 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,24,29.4,,,,,ON,2014,-14.2,2,6158355.2014.2.8,-8.6,TORONTO CITY,,,,-11.4,,M,0,,8,M,M,,2014-02-08 00:00:00,,,,,M
-79.4,43.666666666666664,,1.8,6158355,23,27.7,,,,,ON,2014,-12.1,2,6158355.2014.2.9,-7.2,TORONTO CITY,,,,-9.7,,M,0,,9,M,M,,2014-02-09 00:00:00,,,,,M
-79.4,43.666666666666664,,0.3,6158355,25,26.9,,,,,ON,2014,-12,2,6158355.2014.2.10,-5.7,TORONTO CITY,,,,-8.9,,M,0,,10,M,M,,2014-02-10 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,24,29.2,,,,,ON,2014,-13.6,2,6158355.2014.2.11,-8.8,TORONTO CITY,,,,-11.2,,M,0,,11,M,M,,2014-02-11 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,23,27.7,,,,,ON,2014,-14.1,2,6158355.2014.2.12,-5.2,TORONTO CITY,,,,-9.7,,M,0,,12,M,M,,2014-02-12 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,23,23.3,,,,,ON,2014,-9,2,6158355.2014.2.13,-1.6,TORONTO CITY,,,,-5.3,,M,0,,13,M,M,,2014-02-13 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,23,19.9,,,,,ON,2014,-4.4,2,6158355.2014.2.14,0.7,TORONTO CITY,,,,-1.9,,M,0,,14,M,M,,2014-02-14 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,23,25.2,,,,,ON,2014,-11.9,2,6158355.2014.2.15,-2.4,TORONTO CITY,,,,-7.2,,M,0,,15,M,M,,2014-02-15 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,23,27.9,,,,,ON,2014,-12.8,2,6158355.2014.2.16,-6.9,TORONTO CITY,,,,-9.9,,M,0,,16,M,M,,2014-02-16 00:00:00,,,,,M
-79.4,43.666666666666664,,0.4,6158355,23,26.1,,,,,ON,2014,-14,2,6158355.2014.2.17,-2.2,TORONTO CITY,,,,-8.1,,M,0,,17,M,M,,2014-02-17 00:00:00,,,,,M
-79.4,43.666666666666664,,5.7,6158355,28,19.8,,,,,ON,2014,-4.2,2,6158355.2014.2.18,0.7,TORONTO CITY,,,,-1.8,,M,0,,18,M,M,,2014-02-18 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,28,14.8,,,,,ON,2014,-1.4,2,6158355.2014.2.19,7.8,TORONTO CITY,,,,3.2,,M,0,,19,M,M,,2014-02-19 00:00:00,,,,,M
-79.4,43.666666666666664,,13.4,6158355,24,17.2,,,,,ON,2014,-1,2,6158355.2014.2.20,2.6,TORONTO CITY,,,,0.8,,M,0,,20,M,M,,2014-02-20 00:00:00,,,,,M
-79.4,43.666666666666664,,8.7,6158355,21,15.1,,,,,ON,2014,0.7,2,6158355.2014.2.21,5.1,TORONTO CITY,,,,2.9,,M,0,,21,M,M,,2014-02-21 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,17,16.1,,,,,ON,2014,-0.6,2,6158355.2014.2.22,4.3,TORONTO CITY,,,,1.9,,M,0,,22,M,M,,2014-02-22 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,17,19.7,,,,,ON,2014,-4.7,2,6158355.2014.2.23,1.4,TORONTO CITY,,,,-1.7,,M,0,,23,M,M,,2014-02-23 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,16,24.6,,,,,ON,2014,-8.8,2,6158355.2014.2.24,-4.3,TORONTO CITY,,,,-6.6,,M,0,,24,M,M,,2014-02-24 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,16,25.8,,,,,ON,2014,-10.4,2,6158355.2014.2.25,-5.2,TORONTO CITY,,,,-7.8,,M,0,,25,M,M,,2014-02-25 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,15,29.2,,,,,ON,2014,-14.2,2,6158355.2014.2.26,-8.2,TORONTO CITY,,,,-11.2,,M,0,,26,M,M,,2014-02-26 00:00:00,,,,,M
-79.4,43.666666666666664,,0.3,6158355,15,30.2,,,,,ON,2014,-16,2,6158355.2014.2.27,-8.3,TORONTO CITY,,,,-12.2,,M,0,,27,M,M,,2014-02-27 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,15,30.3,,,,,ON,2014,-17.7,2,6158355.2014.2.28,-6.9,TORONTO CITY,,,,-12.3,,M,0,,28,M,M,,2014-02-28 00:00:00,,,,,M
-79.4,43.666666666666664,,3.2,6158355,15,23.5,,,,,ON,2014,-10.2,3,6158355.2014.3.1,-0.7,TORONTO CITY,,,,-5.5,,M,0,,1,M,M,,2014-03-01 00:00:00,,,,,M
-79.4,43.666666666666664,,1.5,6158355,21,30,,,,,ON,2014,-15.5,3,6158355.2014.3.2,-8.5,TORONTO CITY,,,,-12,,M,0,,2,M,M,,2014-03-02 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,20,32.7,,,,,ON,2014,-18.4,3,6158355.2014.3.3,-10.9,TORONTO CITY,,,,-14.7,,M,0,,3,M,M,,2014-03-03 00:00:00,,,,,M
-79.4,43.666666666666664,,0.6,6158355,20,29.9,,,,,ON,2014,-15.6,3,6158355.2014.3.4,-8.1,TORONTO CITY,,,,-11.9,,M,0,,4,M,M,,2014-03-04 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,20,25.6,,,,,ON,2014,-10.5,3,6158355.2014.3.5,-4.7,TORONTO CITY,,,,-7.6,,M,0,,5,M,M,,2014-03-05 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,20,23.8,,,,,ON,2014,-8.6,3,6158355.2014.3.6,-2.9,TORONTO CITY,,,,-5.8,,M,0,,6,M,M,,2014-03-06 00:00:00,,,,,M
-79.4,43.666666666666664,,0.3,6158355,19,19,,,,,ON,2014,-4.9,3,6158355.2014.3.7,2.9,TORONTO CITY,,,,-1,,M,0,,7,M,M,,2014-03-07 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,16,19.7,,,,,ON,2014,-6.2,3,6158355.2014.3.8,2.8,TORONTO CITY,,,,-1.7,,M,0,,8,M,M,,2014-03-08 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,16,21.9,,,,,ON,2014,-9.2,3,6158355.2014.3.9,1.4,TORONTO CITY,,,,-3.9,,M,0,,9,M,M,,2014-03-09 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,16,13.9,,,,,ON,2014,1.2,3,6158355.2014.3.10,6.9,TORONTO CITY,,,,4.1,,M,0,,10,M,M,,2014-03-10 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,13,10.7,,,,,ON,2014,3.9,3,6158355.2014.3.11,10.6,TORONTO CITY,,,,7.3,,M,0,,11,M,M,,2014-03-11 00:00:00,,,,,M
-79.4,43.666666666666664,,11.8,6158355,9,22.6,,,,,ON,2014,-14,3,6158355.2014.3.12,4.9,TORONTO CITY,,,,-4.6,,M,0,,12,M,M,,2014-03-12 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,22,29.3,,,,,ON,2014,-16.5,3,6158355.2014.3.13,-6.1,TORONTO CITY,,,,-11.3,,M,0,,13,M,M,,2014-03-13 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,18,15.8,,,,,ON,2014,-6.1,3,6158355.2014.3.14,10.5,TORONTO CITY,,,,2.2,,M,0,,14,M,M,,2014-03-14 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,10,18.6,,,,,ON,2014,-7.3,3,6158355.2014.3.15,6.1,TORONTO CITY,,,,-0.6,,M,0,,15,M,M,,2014-03-15 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,9,27.9,,,,,ON,2014,-12.6,3,6158355.2014.3.16,-7.1,TORONTO CITY,,,,-9.9,,M,0,,16,M,M,,2014-03-16 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,9,26.7,,,,,ON,2014,-13.8,3,6158355.2014.3.17,-3.5,TORONTO CITY,,,,-8.7,,M,0,,17,M,M,,2014-03-17 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,8,18.9,,,,,ON,2014,-3.7,3,6158355.2014.3.18,2,TORONTO CITY,,,,-0.9,,M,0,,18,M,M,,2014-03-18 00:00:00,,,,,M
-79.4,43.666666666666664,,6.2,6158355,7,14,,,,,ON,2014,0.8,3,6158355.2014.3.19,7.1,TORONTO CITY,,,,4,,M,0,,19,M,M,,2014-03-19 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,6,16.5,,,,,ON,2014,-1.3,3,6158355.2014.3.20,4.3,TORONTO CITY,,,,1.5,,M,0,,20,M,M,,2014-03-20 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,6,17.8,,,,,ON,2014,-2.5,3,6158355.2014.3.21,2.8,TORONTO CITY,,,,0.2,,M,0,,21,M,M,,2014-03-21 00:00:00,,,,,M
-79.4,43.666666666666664,,1,6158355,5,19.2,,,,,ON,2014,-5.7,3,6158355.2014.3.22,3.4,TORONTO CITY,,,,-1.2,,M,0,,22,M,M,,2014-03-22 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,4,24.6,,,,,ON,2014,-8.9,3,6158355.2014.3.23,-4.3,TORONTO CITY,,,,-6.6,,M,0,,23,M,M,,2014-03-23 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,4,23.7,,,,,ON,2014,-9.5,3,6158355.2014.3.24,-1.9,TORONTO CITY,,,,-5.7,,M,0,,24,M,M,,2014-03-24 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,4,21.7,,,,,ON,2014,-8.4,3,6158355.2014.3.25,1.1,TORONTO CITY,,,,-3.7,,M,0,,25,M,M,,2014-03-25 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,3,24.8,,,,,ON,2014,-10.6,3,6158355.2014.3.26,-3,TORONTO CITY,,,,-6.8,,M,0,,26,M,M,,2014-03-26 00:00:00,,,,,M
-79.4,43.666666666666664,,0.5,6158355,3,19.2,,,,,ON,2014,-7.2,3,6158355.2014.3.27,4.8,TORONTO CITY,,,,-1.2,,M,0,,27,M,M,,2014-03-27 00:00:00,,,,,M
-79.4,43.666666666666664,,2.5,6158355,3,11.4,,,,,ON,2014,3,3,6158355.2014.3.28,10.2,TORONTO CITY,,,,6.6,,M,0,,28,M,M,,2014-03-28 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,2,15.5,,,,,ON,2014,1.5,3,6158355.2014.3.29,3.5,TORONTO CITY,,,,2.5,,M,0,,29,M,M,,2014-03-29 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,2,13.6,,,,,ON,2014,-0.3,3,6158355.2014.3.30,9.1,TORONTO CITY,,,,4.4,,M,0,,30,M,M,,2014-03-30 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,1,12.3,,,,,ON,2014,1.4,3,6158355.2014.3.31,9.9,TORONTO CITY,,,,5.7,,M,0,,31,M,M,,2014-03-31 00:00:00,,,,,M
-79.4,43.666666666666664,M,,6158355,,,,,,M,ON,2014,3.9,4,6158355.2014.4.1,,TORONTO CITY,M,,,,,M,,M,1,M,M,,2014-04-01 00:00:00,,M,E,,M
-79.4,43.666666666666664,,0,6158355,,13.1,,,,,ON,2014,0.9,4,6158355.2014.4.2,8.8,TORONTO CITY,,,,4.9,,M,0,,2,M,M,,2014-04-02 00:00:00,,,,,M
-79.4,43.666666666666664,,0.5,6158355,,16,,,,,ON,2014,-0.5,4,6158355.2014.4.3,4.4,TORONTO CITY,,,,2,,M,0,,3,M,M,,2014-04-03 00:00:00,,,,,M
-79.4,43.666666666666664,,13.7,6158355,,13.7,,,,,ON,2014,1.9,4,6158355.2014.4.4,6.6,TORONTO CITY,,,,4.3,,M,0,,4,M,M,,2014-04-04 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,15.5,,,,,ON,2014,-0.1,4,6158355.2014.4.5,5,TORONTO CITY,,,,2.5,,M,0,,5,M,M,,2014-04-05 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,13.2,,,,,ON,2014,-1.1,4,6158355.2014.4.6,10.6,TORONTO CITY,,,,4.8,,M,0,,6,M,M,,2014-04-06 00:00:00,,,,,M
-79.4,43.666666666666664,,14.2,6158355,,12.1,,,,,ON,2014,2.9,4,6158355.2014.4.7,8.8,TORONTO CITY,,,,5.9,,M,0,,7,M,M,,2014-04-07 00:00:00,,,,,M
-79.4,43.666666666666664,,5.6,6158355,,9.8,,,,,ON,2014,2.7,4,6158355.2014.4.8,13.7,TORONTO CITY,,,,8.2,,M,0,,8,M,M,,2014-04-08 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,11.7,,,,,ON,2014,2.1,4,6158355.2014.4.9,10.4,TORONTO CITY,,,,6.3,,M,0,,9,M,M,,2014-04-09 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,7.3,,,,,ON,2014,3.9,4,6158355.2014.4.10,17.5,TORONTO CITY,,,,10.7,,M,0,,10,M,M,,2014-04-10 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,7.9,,,,,ON,2014,6.2,4,6158355.2014.4.11,14,TORONTO CITY,,,,10.1,,M,0,,11,M,M,,2014-04-11 00:00:00,,,,,M
-79.4,43.666666666666664,,3,6158355,,8.2,,,,,ON,2014,5.4,4,6158355.2014.4.12,14.2,TORONTO CITY,,,,9.8,,M,0,,12,M,M,,2014-04-12 00:00:00,,,,,M
-79.4,43.666666666666664,,4.8,6158355,,6.2,,,,,ON,2014,5.1,4,6158355.2014.4.13,18.4,TORONTO CITY,,,,11.8,,M,0,,13,M,M,,2014-04-13 00:00:00,,,,,M
-79.4,43.666666666666664,,7.6,6158355,,6.5,,,,,ON,2014,2.7,4,6158355.2014.4.14,20.3,TORONTO CITY,,,,11.5,,M,0,,14,M,M,,2014-04-14 00:00:00,,,,,M
-79.4,43.666666666666664,,8.8,6158355,,18.8,,,,,ON,2014,-4.4,4,6158355.2014.4.15,2.8,TORONTO CITY,,,,-0.8,,M,0,,15,M,M,,2014-04-15 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,18.6,,,,,ON,2014,-5,4,6158355.2014.4.16,3.8,TORONTO CITY,,,,-0.6,,M,0,,16,M,M,,2014-04-16 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,13.9,,,,,ON,2014,0.6,4,6158355.2014.4.17,7.5,TORONTO CITY,,,,4.1,,M,0,,17,M,M,,2014-04-17 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,,10.7,,,,,ON,2014,3,4,6158355.2014.4.18,11.5,TORONTO CITY,,,,7.3,,M,0,,18,M,M,,2014-04-18 00:00:00,,,,,M
-79.4,43.666666666666664,,0.2,6158355,,11.4,,,,,ON,2014,1.3,4,6158355.2014.4.19,11.9,TORONTO CITY,,,,6.6,,M,0,,19,M,M,,2014-04-19 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,10.2,,,,,ON,2014,3.9,4,6158355.2014.4.20,11.7,TORONTO CITY,,,,7.8,,M,0,,20,M,M,,2014-04-20 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,4.9,,,,,ON,2014,6.9,4,6158355.2014.4.21,19.2,TORONTO CITY,,,,13.1,,M,0,,21,M,M,,2014-04-21 00:00:00,,,,,M
-79.4,43.666666666666664,,3.5,6158355,,7.9,,,,,ON,2014,5,4,6158355.2014.4.22,15.1,TORONTO CITY,,,,10.1,,M,0,,22,M,M,,2014-04-22 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,11.8,,,,,ON,2014,3.1,4,6158355.2014.4.23,9.3,TORONTO CITY,,,,6.2,,M,0,,23,M,M,,2014-04-23 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,11,,,,,ON,2014,1.8,4,6158355.2014.4.24,12.2,TORONTO CITY,,,,7,,M,0,,24,M,M,,2014-04-24 00:00:00,,,,,M
-79.4,43.666666666666664,,2.4,6158355,,10.3,,,,,ON,2014,4.8,4,6158355.2014.4.25,10.6,TORONTO CITY,,,,7.7,,M,0,,25,M,M,,2014-04-25 00:00:00,,,,,M
-79.4,43.666666666666664,,0.3,6158355,,10.5,,,,,ON,2014,4.5,4,6158355.2014.4.26,10.4,TORONTO CITY,,,,7.5,,M,0,,26,M,M,,2014-04-26 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,10.6,,,,,ON,2014,2.9,4,6158355.2014.4.27,11.9,TORONTO CITY,,,,7.4,,M,0,,27,M,M,,2014-04-27 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,8.7,,,,,ON,2014,6,4,6158355.2014.4.28,12.6,TORONTO CITY,,,,9.3,,M,0,,28,M,M,,2014-04-28 00:00:00,,,,,M
-79.4,43.666666666666664,,32.1,6158355,,11,,,,,ON,2014,5.9,4,6158355.2014.4.29,8.1,TORONTO CITY,,,,7,,M,0,,29,M,M,,2014-04-29 00:00:00,,,,,M
-79.4,43.666666666666664,,6,6158355,,12.1,,,,,ON,2014,5.1,4,6158355.2014.4.30,6.7,TORONTO CITY,,,,5.9,,M,0,,30,M,M,,2014-04-30 00:00:00,,,,,M
-79.4,43.666666666666664,,2.5,6158355,,7.4,,,,,ON,2014,6.2,5,6158355.2014.5.1,15,TORONTO CITY,,,,10.6,,M,0,,1,M,M,,2014-05-01 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,7.7,,,,,ON,2014,8,5,6158355.2014.5.2,12.6,TORONTO CITY,,,,10.3,,M,0,,2,M,M,,2014-05-02 00:00:00,,,,,M
-79.4,43.666666666666664,,1.5,6158355,,8.2,,,,,ON,2014,7.7,5,6158355.2014.5.3,11.8,TORONTO CITY,,,,9.8,,M,0,,3,M,M,,2014-05-03 00:00:00,,,,,M
-79.4,43.666666666666664,,0.3,6158355,,7.8,,,,,ON,2014,5.9,5,6158355.2014.5.4,14.5,TORONTO CITY,,,,10.2,,M,0,,4,M,M,,2014-05-04 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,8.5,,,,,ON,2014,5.3,5,6158355.2014.5.5,13.6,TORONTO CITY,,,,9.5,,M,0,,5,M,M,,2014-05-05 00:00:00,,,,,M
-79.4,43.666666666666664,,0,6158355,,7.3,,,,,ON,2014,7.3,5,6158355.2014.5.6,14.1,TORONTO CITY,,,,10.7,,M,0,,6,M,M,,2014-05-06 00:00:00,,,,,M
